flow_display,label,start_ts,eval_n,duration_s,total_pkts,total_bytes,pkts_up,mean_pkt_sz,std_pkt_sz,min_pkt_sz,max_pkt_sz,mean_pkt_sz_up,std_iat,mean_iat_up,std_iat_up,std_iat_down,byte_ratio_up,pkt_ratio_up,seq_size_00,seq_size_01,seq_size_02,seq_size_03,seq_size_04,seq_size_05,seq_size_06,seq_size_07,seq_size_08,seq_size_09,seq_size_10,seq_size_11,seq_size_12,seq_size_13,seq_size_14,seq_size_15,seq_size_16,seq_size_17,seq_size_18,seq_size_19,seq_dir_00,seq_dir_01,seq_dir_02,seq_dir_03,seq_dir_04,seq_dir_05,seq_dir_06,seq_dir_07,seq_dir_08,seq_dir_09,seq_dir_10,seq_dir_11,seq_dir_12,seq_dir_13,seq_dir_14,seq_dir_15,seq_dir_16,seq_dir_17,seq_dir_18,seq_dir_19,seq_iat_00,seq_iat_01,seq_iat_02,seq_iat_03,seq_iat_04,seq_iat_05,seq_iat_06,seq_iat_07,seq_iat_08,seq_iat_09,seq_iat_10,seq_iat_11,seq_iat_12,seq_iat_13,seq_iat_14,seq_iat_15,seq_iat_16,seq_iat_17,seq_iat_18,seq_iat_19,tls_up_00,tls_up_01,tls_up_02,tls_up_03,tls_up_04,tls_up_05,tls_up_06,tls_up_07,tls_up_08,tls_up_09,tls_up_10,tls_up_11,tls_up_12,tls_up_13,tls_up_14,tls_up_15,tls_up_16,tls_up_17,tls_up_18,tls_up_19,tls_down_00,tls_down_01,tls_down_02,tls_down_03,tls_down_04,tls_down_05,tls_down_06,tls_down_07,tls_down_08,tls_down_09,tls_down_10,tls_down_11,tls_down_12,tls_down_13,tls_down_14,tls_down_15,tls_down_16,tls_down_17,tls_down_18,tls_down_19
10.11.0.30:37042 → 10.11.0.5:8441,2,1782735008.065161,n10,2.4962899684906006,10,5513,6,551.3,705.1627156589857,80,2425,370.6666666666667,0.5587051362150774,0.4982656002044677,0.7000072252045448,0.8477587118559441,0.4034101215309269,0.6,2425,80,346,510,82,177,808,216,177,692,0,0,0,0,0,0,0,0,0,0,-1,1,1,-1,1,-1,1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0.0009939670562744,0.0002989768981933,6.19888305664e-05,1.09672546386e-05,0.0020880699157714,1.4661049842834473,0.0001230239868164,0.0038599967956542,1.018779993057251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,341,77,803,211,687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,811,281,69,250,250,172,172,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:36332 → 10.11.0.5:8440,1,1782734973.251491,n8,39.52671694755554,8,6000,2,750.0,780.1512673834479,80,2425,143.0,12.908434704151448,0.0003440380096435,0.0,15.087291894766253,0.0476666666666666,0.25,2425,80,206,510,429,1085,1085,180,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0009288787841796,0.0003440380096435,2.50339508056e-05,0.0054600238800048,34.811041831970215,2.493868112564087,2.2112460136413574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,811,281,69,250,250,424,1080,1080,175,0,0,0,0,0,0,0,0,0,0
10.11.0.30:43294 → 10.11.0.5:8441,2,1782735017.705899,n3,0.0066580772399902,3,3015,1,1005.0,1248.4089874716535,80,2425,80.0,0.0004912636662429,0.0,0.0,0.0,0.0265339966832504,0.3333333333333333,2425,80,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010669231414794,0.0003721714019775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,811,281,69,250,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:43294 → 10.11.0.5:8441,2,1782735017.705899,n5,0.0067880153656005,5,3888,3,777.6,940.2634205370324,80,2425,317.6666666666667,0.000472550370274,0.0002510547637939,0.0002532182658534,0.0,0.2451131687242798,0.6,2425,80,510,562,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010669231414794,0.0003721714019775,5.79357147216e-05,7.20024108886e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,557,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,811,281,69,250,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:52894 → 10.11.0.5:8443,4,1782735029.31284,n3,0.0027110576629638,3,3456,2,1152.0,1185.3510028679268,80,2425,515.5,0.0002348422399027,0.000201940536499,0.0,0.0,0.2983217592592592,0.6666666666666666,2425,80,951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005340576171875,0.000201940536499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,811,281,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:52894 → 10.11.0.5:8443,4,1782735029.31284,n5,0.0027699470520019,5,4049,3,809.8,972.05128465529,80,2425,371.3333333333333,0.0002379655109451,0.0001304149627685,0.0001011524364261,0.0,0.2751296616448506,0.6,2425,80,951,510,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005340576171875,0.000201940536499,3.69548797607e-05,2.19345092773e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,946,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,811,281,69,250,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:38346 → 10.11.0.5:8440,1,1782735029.324174,n3,0.0032219886779785,3,3747,2,1249.0,1172.5156715370588,80,2425,661.0,0.0002511952171249,0.0001528263092041,0.0,0.0,0.3528155858019749,0.6666666666666666,2425,80,1242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005080699920654,0.0001528263092041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,1237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,811,281,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:38346 → 10.11.0.5:8440,1,1782735029.324174,n5,0.0033559799194335,5,4340,3,868.0,991.1430270147696,80,2425,468.3333333333333,0.0002123186276152,9.14335250854e-05,8.68225079324e-05,0.0,0.3237327188940092,0.6,2425,80,1242,83,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005080699920654,0.0001528263092041,3.00407409667e-05,0.0001039505004882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,1237,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,811,281,69,250,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:38346 → 10.11.0.5:8440,1,1782735029.324174,n8,0.834928035736084,8,5687,5,710.875,825.1113236579483,80,2425,515.0,0.313562213436517,0.2079647183418274,0.415749513156403,0.0004873861561799,0.4527870582029189,0.625,2425,80,1242,83,510,177,1030,140,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,-1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005080699920654,0.0001528263092041,3.00407409667e-05,0.0001039505004882,0.0014841556549072,0.8300008773803711,8.7022781372e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,1237,78,1025,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,811,281,69,250,250,172,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:36332 → 10.11.0.5:8440,1,1782734973.251491,n10,56.91108584403992,10,7265,2,726.5,722.0383569374198,80,2425,143.0,11.92568039389745,0.0003440380096435,0.0,13.133717684971051,0.0393668272539573,0.2,2425,80,206,510,429,1085,1085,180,1085,180,0,0,0,0,0,0,0,0,0,0,-1,1,1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0.0009288787841796,0.0003440380096435,2.50339508056e-05,0.0054600238800048,34.811041831970215,2.493868112564087,2.2112460136413574,16.55270504951477,0.8316638469696045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,811,281,69,250,250,424,1080,1080,175,1080,175,0,0,0,0,0,0,0,0
10.11.0.30:38346 → 10.11.0.5:8440,1,1782735029.324174,n10,6.844238996505737,10,5888,5,588.8,772.6906524893676,24,2425,515.0,1.9868979382133412,0.2079647183418274,0.415749513156403,2.891568451485236,0.4373301630434782,0.5,2425,80,1242,83,510,177,1030,140,177,24,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,-1,-1,1,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0.0005080699920654,0.0001528263092041,3.00407409667e-05,0.0001039505004882,0.0014841556549072,0.8300008773803711,8.7022781372e-05,0.0014700889587402,6.007840871810913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,1237,78,1025,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,811,281,69,250,250,172,172,19,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:40582 → 10.11.0.5:8443,4,1782735092.354935,n3,0.0079131126403808,3,2711,2,903.6666666666666,1319.018700903567,80,2425,143.0,0.0003966861381845,0.000256061553955,0.0,0.0,0.1054961268904463,0.6666666666666666,2425,80,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000817060470581,0.000256061553955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,811,281,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:40582 → 10.11.0.5:8443,4,1782735092.354935,n5,0.0134251117706298,5,3427,3,685.4,985.283106523196,80,2425,164.0,0.0013882412535985,0.0018014907836914,0.0021855669763809,0.0,0.1435658009921213,0.6,2425,80,206,206,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000817060470581,0.000256061553955,0.0033469200134277,0.0021650791168212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,201,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,811,281,69,250,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:39510 → 10.11.0.5:8440,1,1782735093.18998,n3,0.0066530704498291,3,2711,2,903.6666666666666,1319.018700903567,80,2425,143.0,0.0005394796609394,0.0004870891571044,0.0,0.0,0.1054961268904463,0.6666666666666666,2425,80,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012500286102294,0.0004870891571044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,811,281,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.30:39510 → 10.11.0.5:8440,1,1782735093.18998,n5,0.0120680332183837,5,3650,2,730.0,962.9514525665352,80,2425,143.0,0.0023863028465091,0.0004870891571044,0.0,0.002433727620413,0.0783561643835616,0.4,2425,80,206,510,429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012500286102294,0.0004870891571044,0.0001180171966552,0.0052969455718994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,811,281,69,250,250,424,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.40:41424 → 10.11.0.5:9443,0,1782734056.100742,n3,0.0064849853515625,3,3015,1,1005.0,1248.4089874716535,80,2425,80.0,0.0005784233489635,0.0,0.0,0.0,0.0265339966832504,0.3333333333333333,2425,80,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012540817260742,0.0004360675811767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,811,281,69,250,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.40:41424 → 10.11.0.5:9443,0,1782734056.100742,n5,0.0072479248046875,5,3813,3,762.6,969.2065311377136,80,2425,292.6666666666667,0.0004547728570195,0.0005995035171508,0.0005747144262945,0.0,0.2302648832939942,0.6,2425,80,510,715,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012540817260742,0.0004360675811767,0.0005698204040527,0.0001931190490722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,710,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,811,281,69,250,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.40:41410 → 10.11.0.5:9443,0,1782734054.882643,n3,1.3011291027069092,3,549,0,183.0,1.7320508075688772,182,185,0.0,0.0690650291304377,0.0,0.0,0.0690650291304377,-0.0,0.0,182,182,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6994009017944336,0.6017282009124756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,177,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.40:41410 → 10.11.0.5:9443,0,1782734054.882643,n5,1.9730370044708248,5,912,0,182.4,1.51657508881031,181,185,0.0,0.1860919402717464,0.0,0.0,0.1860919402717464,-0.0,0.0,182,182,185,181,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6994009017944336,0.6017282009124756,0.3275628089904785,0.3443450927734375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,177,180,176,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.40:41410 → 10.11.0.5:9443,0,1782734054.882643,n8,3.4861159324646,8,1461,0,182.625,1.5059406173077154,181,185,0.0,0.141998636403606,0.0,0.0,0.141998636403606,-0.0,0.0,182,182,185,181,182,182,182,185,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6994009017944336,0.6017282009124756,0.3275628089904785,0.3443450927734375,0.512902021408081,0.5916590690612793,0.408517837524414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,177,180,176,177,177,177,180,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.40:41410 → 10.11.0.5:9443,0,1782734054.882643,n10,4.364825010299683,10,1826,0,182.6,1.3498971154211057,181,185,0.0,0.1545222320186932,0.0,0.0,0.1545222320186932,-0.0,0.0,182,182,185,181,182,182,182,185,182,183,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0.6994009017944336,0.6017282009124756,0.3275628089904785,0.3443450927734375,0.512902021408081,0.5916590690612793,0.408517837524414,0.2595181465148926,0.6191909313201904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,177,180,176,177,177,177,180,177,178,0,0,0,0,0,0,0,0,0,0
10.11.0.40:41410 → 10.11.0.5:9443,0,1782734054.882643,n15,8.109116077423096,15,2742,0,182.8,1.3732131246511905,181,185,0.0,0.1920175676327338,0.0,0.0,0.1920175676327338,-0.0,0.0,182,182,185,181,182,182,182,185,182,183,185,181,183,184,183,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0.6994009017944336,0.6017282009124756,0.3275628089904785,0.3443450927734375,0.512902021408081,0.5916590690612793,0.408517837524414,0.2595181465148926,0.6191909313201904,0.8577721118927002,0.6735789775848389,0.8232688903808594,0.5614480972290039,0.8282229900360107,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,177,180,176,177,177,177,180,177,178,180,176,178,179,178,0,0,0,0,0
10.11.0.40:54328 → 10.11.0.5:9443,0,1782734065.594784,n3,0.00689697265625,3,3015,1,1005.0,1248.4089874716535,80,2425,80.0,0.0004765965629611,0.0,0.0,0.0,0.0265339966832504,0.3333333333333333,2425,80,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010700225830078,0.0003960132598876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,811,281,69,250,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.40:54328 → 10.11.0.5:9443,0,1782734065.594784,n5,0.0073878765106201,5,3821,3,764.2,967.8097436996592,80,2425,295.3333333333333,0.0003979660087895,0.0004434585571289,0.0003813446853265,0.0,0.2318764721277152,0.6,2425,80,510,715,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010700225830078,0.0003960132598876,0.000317096710205,0.000173807144165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,710,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,811,281,69,250,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.40:54328 → 10.11.0.5:9443,0,1782734065.594784,n8,0.092297077178955,8,26862,3,3357.75,3676.113465915561,80,8561,295.3333333333333,0.0319457111149382,0.0004434585571289,0.0003813446853265,0.0424223415112413,0.0329833966197602,0.375,2425,80,510,715,91,7240,7240,8561,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010700225830078,0.0003960132598876,0.000317096710205,0.000173807144165,0.0848510265350341,4.81605529785e-05,1.00135803222e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,710,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,811,281,69,250,250,16401,6630,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.40:41410 → 10.11.0.5:9443,0,1782734054.882643,n20,10.997579097747805,20,3661,0,183.05,2.3277502126799554,178,188,0.0,0.1974787720692603,0.0,0.0,0.1974787720692603,-0.0,0.0,182,182,185,181,182,182,182,185,182,183,185,181,183,184,183,183,188,182,178,188,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.6994009017944336,0.6017282009124756,0.3275628089904785,0.3443450927734375,0.512902021408081,0.5916590690612793,0.408517837524414,0.2595181465148926,0.6191909313201904,0.8577721118927002,0.6735789775848389,0.8232688903808594,0.5614480972290039,0.8282229900360107,0.6059038639068604,0.3394391536712646,0.663456916809082,0.9136879444122314,0.3659751415252685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,177,180,176,177,177,177,180,177,178,180,176,178,179,178,178,183,177,173,183
10.11.0.40:52238 → 10.11.0.5:9443,0,1782734095.104155,n3,0.0060529708862304,3,3015,1,1005.0,1248.4089874716535,80,2425,80.0,0.0005846610825431,0.0,0.0,0.0,0.0265339966832504,0.3333333333333333,2425,80,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011758804321289,0.0003490447998046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,811,281,69,250,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.40:52238 → 10.11.0.5:9443,0,1782734095.104155,n5,0.0092709064483642,5,3676,2,735.2,960.6704429719904,80,2425,265.0,0.001302643733717,0.0005381107330322,0.0,0.0011971390851034,0.1441784548422198,0.4,2425,80,510,450,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011758804321289,0.0003490447998046,0.0001890659332275,0.0030288696289062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,811,281,69,250,250,206,0,0,0,0,0,0,0,0,0,0,0,0,0
10.11.0.40:52238 → 10.11.0.5:9443,0,1782734095.104155,n8,1.310241937637329,8,4116,2,514.5,788.229661964075,73,2425,265.0,0.3393219804308973,0.0005381107330322,0.0,0.3851675574685523,0.1287657920310981,0.25,2425,80,510,450,211,73,185,182,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011758804321289,0.0003490447998046,0.0001890659332275,0.0030288696289062,0.0005660057067871,0.439424991607666,0.8609800338745117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,811,281,69,250,250,206,68,180,177,0,0,0,0,0,0,0,0,0,0
10.11.0.40:52238 → 10.11.0.5:9443,0,1782734095.104155,n10,2.4616239070892334,10,4488,2,448.8,708.8182340268123,73,2425,265.0,0.3407165442772675,0.0005381107330322,0.0,0.350486119520777,0.1180926916221033,0.2,2425,80,510,450,211,73,185,182,188,184,0,0,0,0,0,0,0,0,0,0,-1,1,-1,1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0.0011758804321289,0.0003490447998046,0.0001890659332275,0.0030288696289062,0.0005660057067871,0.439424991607666,0.8609800338745117,0.6094789505004883,0.541903018951416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,811,281,69,250,250,206,68,180,177,183,179,0,0,0,0,0,0,0,0
10.11.0.40:52238 → 10.11.0.5:9443,0,1782734095.104155,n15,5.230021953582764,15,6196,2,413.06666666666666,602.1373202027528,73,2425,265.0,0.3291378139189348,0.0005381107330322,0.0,0.3138101895139862,0.0855390574564235,0.1333333333333333,2425,80,510,450,211,73,185,182,188,184,181,183,984,179,181,0,0,0,0,0,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0.0011758804321289,0.0003490447998046,0.0001890659332275,0.0030288696289062,0.0005660057067871,0.439424991607666,0.8609800338745117,0.6094789505004883,0.541903018951416,0.2810170650482178,0.9103009700775146,0.5158460140228271,0.6364130973815918,0.4248208999633789,0.0,0.0,0.0,0.0,0.0,69,445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,811,281,69,250,250,206,68,180,177,183,179,176,178,979,174,176,0,0,0
10.11.0.40:52238 → 10.11.0.5:9443,0,1782734095.104155,n20,8.607679843902588,20,7913,2,395.65,543.3998503573782,73,2425,265.0,0.3174233349987961,0.0005381107330322,0.0,0.291048310182856,0.0669783899911538,0.1,2425,80,510,450,211,73,185,182,188,184,181,183,984,179,181,181,179,183,188,986,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.0011758804321289,0.0003490447998046,0.0001890659332275,0.0030288696289062,0.0005660057067871,0.439424991607666,0.8609800338745117,0.6094789505004883,0.541903018951416,0.2810170650482178,0.9103009700775146,0.5158460140228271,0.6364130973815918,0.4248208999633789,0.8604230880737305,0.5756008625030518,0.5269351005554199,0.72157883644104,0.693120002746582,69,445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,811,281,69,250,250,206,68,180,177,183,179,176,178,979,174,176,176,174,178
10.11.0.40:59404 → 10.11.0.5:9443,0,1782734113.826277,n3,0.0073480606079101,3,3015,1,1005.0,1248.4089874716535,80,2425,80.0,0.0003648231207102,0.0,0.0,0.0,0.0265339966832504,0.3333333333333333,2425,80,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012459754943847,0.0007300376892089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,811,281,69,250,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0
